overall_qual,overall_cond,year_remod/add,exter_qual,exter_cond,kitchen_qual,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,wood_deck_sf,pool_area,misc_val,heating_qc,bsmt_cond,bsmtfin_sf_1,total_bsmt_sf,bsmt_full_bath,bsmt_half_bath,fireplace_qu,garage_qual,garage_cond,saleprice,house_style,heating,central_air,electrical,paved_drive,garage_finish,fence,bsmtfin_type_1
8,5,2006,4,3,4,2,0,2,1,6,1,192,0,0,5,3.0,863.0,1324.0,1.0,0.0,4.0,3.0,3.0,254000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
2,2,1970,3,2,3,1,0,2,1,5,1,0,0,0,3,2.0,0.0,678.0,0.0,0.0,4.0,2.0,2.0,12789,story_1,GasA,N,SBrkr,N,Unf,no_fence,Unf
7,5,1996,3,3,3,2,0,3,1,6,1,220,0,0,4,4.0,0.0,1237.0,0.0,0.0,3.0,3.0,3.0,176000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
9,5,2006,3,3,4,3,1,4,1,9,0,240,0,0,5,4.0,0.0,1249.0,0.0,0.0,,3.0,3.0,342643,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,6,1967,3,3,3,1,0,3,1,6,0,0,0,0,3,3.0,599.0,876.0,0.0,0.0,,3.0,3.0,125500,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,GLQ
6,5,1989,3,3,3,2,0,3,1,8,1,252,0,0,5,3.0,0.0,1495.0,0.0,0.0,3.0,3.0,3.0,150000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,5,2007,5,3,5,2,0,2,1,6,1,0,0,0,5,3.0,0.0,1574.0,0.0,0.0,4.0,3.0,3.0,261329,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
7,5,2005,3,3,4,1,0,3,1,6,0,0,0,0,5,3.0,680.0,1080.0,1.0,0.0,,,,141000,story_1,GasA,Y,SBrkr,Y,no_garage,no_fence,GLQ
4,6,1953,3,3,3,1,0,3,1,6,1,225,1,0,4,3.0,595.0,1105.0,1.0,0.0,2.0,3.0,3.0,153000,story_1,GasA,Y,SBrkr,Y,Fin,GdPrv,BLQ
7,5,2007,4,3,4,2,0,2,1,6,1,144,0,0,5,3.0,0.0,1258.0,0.0,0.0,4.0,3.0,3.0,172500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,7,2003,3,3,3,1,0,3,1,7,0,0,0,0,5,3.0,0.0,698.0,0.0,0.0,,3.0,3.0,153575,story_2,GasA,Y,FuseA,Y,Unf,no_fence,Unf
5,9,2007,4,3,4,1,0,2,1,5,0,154,0,0,5,3.0,737.0,837.0,0.0,0.0,,3.0,1.0,124900,story_1,GasA,Y,SBrkr,N,Unf,no_fence,ALQ
9,5,2007,5,3,5,2,1,3,1,8,1,124,0,0,5,3.0,0.0,2121.0,0.0,0.0,5.0,3.0,3.0,415298,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,6,1950,2,3,3,1,0,3,1,6,0,0,0,0,5,3.0,0.0,972.0,0.0,0.0,,2.0,3.0,119000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,5,2006,4,3,4,2,0,3,1,7,1,144,0,0,5,4.0,0.0,1588.0,0.0,0.0,4.0,3.0,3.0,227000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,7,2006,4,3,4,1,1,3,1,5,0,0,0,0,5,3.0,806.0,1053.0,1.0,0.0,,3.0,3.0,145500,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,ALQ
3,5,1950,3,3,3,1,0,1,1,3,0,0,0,0,3,3.0,416.0,492.0,1.0,0.0,,2.0,3.0,61500,story_1,GasA,Y,SBrkr,N,Unf,no_fence,LwQ
7,6,1969,3,4,3,2,0,3,1,8,1,0,0,0,4,3.0,0.0,1851.0,0.0,0.0,3.0,3.0,3.0,192100,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,7,1965,3,4,3,1,1,3,1,7,0,0,0,0,5,3.0,276.0,698.0,1.0,0.0,,3.0,3.0,116000,story_2,GasA,Y,FuseF,Y,Unf,no_fence,Rec
6,8,1958,3,4,3,1,0,3,1,6,0,224,0,0,5,3.0,507.0,588.0,0.0,1.0,,3.0,3.0,145000,split_level,GasA,Y,SBrkr,Y,RFn,MnWw,GLQ
9,5,2003,4,3,5,2,0,3,1,10,1,0,0,0,5,3.0,1972.0,2452.0,2.0,0.0,4.0,3.0,3.0,445000,story_1,GasA,Y,SBrkr,Y,Fin,MnPrv,GLQ
5,7,2008,3,3,4,2,0,3,1,5,0,0,0,0,3,3.0,532.0,1040.0,0.0,0.0,,3.0,3.0,150500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
6,5,1994,3,3,3,2,1,3,1,7,1,157,0,0,4,3.0,0.0,763.0,0.0,0.0,3.0,3.0,3.0,175900,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,6,1974,3,3,3,2,0,3,1,6,1,0,0,0,5,3.0,888.0,1116.0,1.0,0.0,3.0,3.0,3.0,167900,story_1,GasA,Y,SBrkr,Y,RFn,GdWo,ALQ
7,5,2006,4,3,4,2,1,4,1,9,1,100,0,0,5,3.0,0.0,879.0,0.0,0.0,4.0,3.0,3.0,219210,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,5,1992,4,3,4,2,1,3,1,8,1,635,0,1000,5,3.0,0.0,1055.0,0.0,0.0,3.0,3.0,3.0,189000,story_2,GasA,Y,SBrkr,Y,RFn,GdPrv,Unf
5,4,1957,3,3,3,1,0,3,1,6,2,0,0,0,3,3.0,621.0,1176.0,1.0,0.0,4.0,3.0,3.0,136500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
5,7,2008,3,3,4,1,0,3,1,5,0,0,0,0,5,3.0,240.0,864.0,1.0,0.0,,3.0,3.0,137900,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
5,4,2006,3,3,3,1,0,2,1,4,0,0,0,0,3,3.0,247.0,1022.0,1.0,0.0,,3.0,3.0,85000,story_1,GasW,N,SBrkr,Y,Unf,no_fence,ALQ
5,3,1951,3,3,3,2,0,4,1,7,0,0,0,0,3,2.0,756.0,2136.0,0.0,0.0,,3.0,3.0,137900,story_1,GasA,N,FuseA,Y,Unf,MnPrv,LwQ
6,5,1998,3,3,3,2,1,3,1,7,0,100,0,0,5,3.0,851.0,926.0,0.0,0.0,,3.0,3.0,195500,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,4,1950,3,3,2,1,1,4,1,6,0,0,0,0,3,3.0,0.0,806.0,1.0,0.0,,3.0,3.0,128000,story_2,GasA,N,FuseF,Y,Unf,no_fence,Unf
5,8,2007,3,4,4,1,0,3,1,5,1,132,0,0,5,3.0,764.0,864.0,1.0,0.0,3.0,3.0,3.0,135000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
5,6,1975,3,3,3,1,1,3,1,5,1,0,0,0,3,3.0,294.0,1076.0,0.0,0.0,2.0,3.0,3.0,143195,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
5,6,1960,3,3,3,1,0,2,1,4,0,0,0,1000,3,3.0,0.0,742.0,0.0,0.0,,3.0,3.0,79500,story_1,GasA,Y,FuseA,P,Unf,no_fence,Unf
7,5,2004,4,3,4,2,1,3,1,8,0,168,0,0,5,3.0,0.0,835.0,0.0,0.0,,3.0,3.0,192500,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,7,1970,3,5,3,1,1,3,1,6,0,0,0,0,3,3.0,384.0,768.0,0.0,0.0,,3.0,3.0,129500,story_1_half_fin,GasA,Y,FuseA,Y,Unf,MnPrv,BLQ
6,5,1996,3,3,3,2,1,3,1,7,1,0,0,0,4,3.0,0.0,806.0,0.0,0.0,3.0,3.0,3.0,168000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,5,1950,3,3,3,2,0,2,2,7,1,0,0,0,5,3.0,264.0,739.0,0.0,0.0,4.0,3.0,3.0,105000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
6,5,1971,3,3,3,1,1,3,1,5,0,0,0,0,3,3.0,282.0,981.0,1.0,0.0,,3.0,3.0,143250,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
5,6,2006,3,3,4,1,1,3,1,6,0,278,0,0,5,3.0,0.0,1099.0,0.0,0.0,,3.0,3.0,144000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
7,5,2002,4,3,4,2,1,3,1,8,2,0,0,0,5,3.0,695.0,948.0,1.0,0.0,2.0,3.0,3.0,205000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,6,1974,3,3,3,1,0,2,1,5,1,193,0,0,3,3.0,924.0,970.0,1.0,0.0,1.0,3.0,3.0,143000,split_foyer,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
9,5,2001,4,3,5,1,1,2,1,5,1,155,0,0,5,3.0,964.0,1419.0,1.0,0.0,3.0,3.0,3.0,290000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
9,5,2010,5,3,5,2,1,2,1,11,2,0,0,0,5,3.0,2188.0,2330.0,1.0,0.0,4.0,3.0,3.0,611657,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
5,5,1996,3,4,4,1,0,3,1,6,0,168,0,0,4,3.0,732.0,1040.0,1.0,0.0,,3.0,3.0,152000,story_1,GasA,Y,SBrkr,Y,Unf,GdPrv,GLQ
8,5,1992,4,3,4,2,0,2,1,5,0,0,0,0,5,3.0,263.0,1280.0,0.0,0.0,,3.0,3.0,191500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
8,5,2005,4,3,4,2,1,4,1,9,1,192,0,0,5,3.0,0.0,1143.0,0.0,0.0,4.0,3.0,3.0,317000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
7,8,1998,3,3,4,1,1,2,1,6,2,0,0,0,5,3.0,258.0,680.0,0.0,0.0,4.0,3.0,3.0,165250,story_1_half_fin,GasA,Y,FuseA,Y,Unf,MnPrv,ALQ
5,5,1966,3,3,3,1,0,3,1,6,0,259,0,0,3,3.0,609.0,1092.0,0.0,0.0,,3.0,3.0,123000,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,Rec
6,8,1956,3,3,3,1,0,1,1,4,1,102,0,0,3,4.0,776.0,988.0,1.0,0.0,3.0,3.0,3.0,185000,story_1,GasA,Y,FuseA,Y,Unf,no_fence,GLQ
7,6,1962,3,3,3,1,0,3,1,6,0,0,0,0,4,3.0,809.0,1045.0,1.0,0.0,,3.0,3.0,120000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
6,7,1966,3,3,3,2,0,3,1,6,1,224,0,1000,4,3.0,792.0,1093.0,1.0,0.0,2.0,3.0,3.0,158500,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,ALQ
6,5,2004,4,3,4,2,1,3,1,6,0,138,0,0,5,3.0,0.0,798.0,0.0,0.0,,3.0,3.0,173000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
4,5,1962,3,3,3,2,0,2,2,6,0,0,0,0,3,,0.0,0.0,0.0,0.0,,3.0,3.0,101800,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,no_basement
7,9,2007,4,4,4,1,0,3,1,6,0,256,0,0,5,4.0,350.0,560.0,1.0,0.0,,3.0,3.0,155000,story_2,GasA,Y,SBrkr,Y,RFn,MnPrv,ALQ
5,7,1950,3,3,5,1,0,3,1,6,0,0,0,0,5,3.0,0.0,1054.0,0.0,0.0,,3.0,3.0,125000,story_1,GasA,Y,SBrkr,N,Unf,GdWo,Unf
4,6,1956,3,3,3,1,0,2,1,5,0,0,0,0,4,,0.0,0.0,0.0,0.0,,2.0,3.0,104500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,no_basement
9,5,2005,4,3,5,2,1,4,1,10,1,184,0,0,5,3.0,1170.0,1462.0,1.0,0.0,4.0,3.0,3.0,350000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
3,4,1950,3,3,3,2,0,2,2,6,0,0,0,0,4,,0.0,0.0,0.0,0.0,,3.0,3.0,93500,story_1,GasA,N,FuseF,Y,Unf,no_fence,no_basement
7,5,1999,4,3,4,2,1,3,1,7,0,0,0,0,5,3.0,633.0,873.0,1.0,0.0,,3.0,3.0,193000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,7,1994,3,3,3,2,0,3,1,11,1,431,0,0,2,3.0,0.0,588.0,0.0,0.0,4.0,3.0,3.0,191000,story_2_half_fin,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,8,2005,3,3,4,1,0,2,1,5,0,0,0,0,5,3.0,0.0,813.0,0.0,0.0,,2.0,2.0,110000,story_1,GasA,Y,FuseA,N,Unf,no_fence,Unf
8,5,2001,4,3,5,2,1,3,1,7,1,160,0,0,5,3.0,990.0,1299.0,1.0,0.0,3.0,3.0,3.0,261500,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,6,1956,3,3,3,1,0,2,1,5,0,0,0,0,4,3.0,504.0,1050.0,0.0,0.0,,3.0,3.0,128900,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Rec
9,5,1994,4,4,5,3,1,4,1,11,1,870,0,0,5,3.0,292.0,1733.0,1.0,0.0,3.0,3.0,3.0,584500,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Rec
4,5,1954,3,3,3,1,0,3,1,5,0,0,0,0,5,3.0,492.0,864.0,0.0,0.0,,3.0,3.0,111000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
5,5,1950,3,3,3,1,0,4,1,7,0,0,0,0,3,3.0,0.0,750.0,0.0,0.0,,3.0,3.0,90000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
6,5,1979,3,4,3,2,1,3,1,7,1,0,0,0,3,3.0,187.0,1021.0,0.0,0.0,1.0,3.0,3.0,129000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
6,7,2006,4,3,4,1,0,3,1,7,1,108,0,0,5,3.0,728.0,1296.0,1.0,0.0,4.0,3.0,3.0,224000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
6,5,2005,4,3,4,2,1,2,1,5,0,0,0,0,5,3.0,390.0,600.0,1.0,0.0,,3.0,3.0,165000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,8,1993,3,4,3,1,0,3,1,6,0,0,0,0,5,3.0,0.0,662.0,0.0,1.0,,3.0,3.0,122000,story_2,GasA,Y,SBrkr,Y,Unf,GdPrv,Unf
8,5,2007,4,3,5,2,0,2,1,6,1,132,0,0,5,3.0,583.0,1546.0,0.0,0.0,4.0,3.0,3.0,267300,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
9,5,2009,5,3,5,3,1,4,1,11,2,144,0,0,5,3.0,0.0,1926.0,0.0,0.0,4.0,3.0,3.0,485000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,5,1962,3,3,3,2,0,5,1,8,1,0,0,0,3,3.0,0.0,1595.0,0.0,0.0,4.0,3.0,3.0,220000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
6,5,1997,3,3,4,2,1,3,1,6,0,0,0,0,5,3.0,688.0,864.0,1.0,0.0,,3.0,3.0,215700,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
8,5,2005,4,3,4,2,0,3,1,7,1,125,0,0,5,3.0,1039.0,1836.0,1.0,0.0,4.0,3.0,3.0,280000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
8,5,2004,4,3,4,2,0,2,1,7,1,216,0,0,5,3.0,1149.0,1603.0,1.0,0.0,3.0,3.0,3.0,284000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
4,6,1970,3,3,3,1,0,1,1,3,0,0,0,0,4,3.0,131.0,630.0,1.0,0.0,,,,84500,split_foyer,GasA,Y,SBrkr,Y,no_garage,MnPrv,BLQ
6,7,1984,3,3,3,1,0,2,1,7,1,657,0,0,3,3.0,717.0,1395.0,1.0,0.0,3.0,3.0,3.0,192000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,BLQ
7,8,1950,3,3,4,1,0,2,1,5,1,280,0,0,3,3.0,0.0,502.0,0.0,0.0,1.0,2.0,3.0,105000,story_2,GasA,N,SBrkr,N,Unf,MnPrv,Unf
7,5,2005,4,3,4,2,0,3,1,8,1,120,0,0,5,3.0,24.0,1860.0,0.0,0.0,4.0,3.0,3.0,216837,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
5,6,1960,2,2,4,2,0,3,1,6,0,0,0,0,3,3.0,658.0,1296.0,0.0,0.0,,3.0,3.0,141500,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,Rec
5,7,2003,3,3,4,1,0,3,1,5,0,0,0,0,5,3.0,702.0,894.0,1.0,0.0,,3.0,3.0,130000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,BLQ
5,5,1978,3,3,3,2,0,3,1,5,0,0,0,0,3,3.0,616.0,1040.0,0.0,0.0,,,,124000,story_1,GasA,Y,SBrkr,Y,no_garage,no_fence,Rec
5,6,1999,3,3,4,2,0,3,1,6,0,174,0,0,5,3.0,548.0,859.0,0.0,0.0,,,,150909,story_2,GasA,Y,SBrkr,Y,no_garage,MnPrv,ALQ
5,6,2003,3,3,3,1,0,2,1,4,0,0,0,0,5,3.0,658.0,1008.0,1.0,0.0,,3.0,3.0,139500,story_1,GasA,Y,FuseA,Y,RFn,MnPrv,GLQ
4,5,1955,3,3,3,1,0,3,1,5,0,196,0,0,3,3.0,682.0,864.0,1.0,0.0,,3.0,3.0,79275,story_1,GasA,Y,SBrkr,N,Unf,no_fence,ALQ
8,5,2006,4,3,5,2,0,2,1,6,1,120,0,0,5,3.0,428.0,1476.0,0.0,0.0,4.0,3.0,3.0,265900,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,5,1950,3,3,3,1,0,2,1,4,0,0,0,0,3,3.0,384.0,768.0,0.0,0.0,,2.0,3.0,91000,story_1,GasA,N,SBrkr,Y,Unf,no_fence,Rec
5,6,1977,3,3,3,2,1,3,1,6,1,0,0,0,5,3.0,400.0,1122.0,1.0,0.0,3.0,3.0,3.0,185000,story_2,GasA,Y,SBrkr,P,Unf,no_fence,ALQ
5,6,1959,3,3,3,1,0,3,1,6,0,0,0,0,5,3.0,179.0,1150.0,1.0,0.0,,3.0,3.0,141000,story_1,GasA,Y,FuseA,Y,RFn,no_fence,ALQ
8,5,2008,4,3,4,2,1,3,1,7,1,0,0,0,5,3.0,0.0,1582.0,0.0,0.0,4.0,3.0,3.0,260116,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
4,6,1950,3,3,3,1,0,2,1,4,0,0,0,0,3,3.0,344.0,672.0,1.0,0.0,,3.0,3.0,113000,story_1,GasA,Y,SBrkr,N,Unf,no_fence,Rec
8,5,1995,4,3,4,2,0,3,1,6,1,168,0,0,5,3.0,770.0,1401.0,1.0,0.0,2.0,3.0,3.0,225000,split_level,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
5,6,1950,3,4,2,1,0,2,1,4,0,0,0,0,3,3.0,700.0,793.0,1.0,0.0,,3.0,3.0,113000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
6,6,1975,3,3,3,1,0,3,1,5,1,0,0,0,3,3.0,528.0,1008.0,1.0,0.0,2.0,3.0,3.0,125200,split_level,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
8,5,2007,5,3,5,2,1,3,1,8,2,172,0,0,5,3.0,778.0,918.0,1.0,0.0,4.0,3.0,3.0,319500,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
5,6,1950,3,3,3,1,1,3,1,6,1,0,0,0,3,3.0,580.0,913.0,1.0,0.0,3.0,3.0,3.0,140000,story_1_half_fin,GasA,Y,FuseA,Y,Unf,no_fence,BLQ
6,5,1958,3,3,3,1,0,2,1,6,2,0,0,0,3,3.0,909.0,1632.0,1.0,0.0,4.0,3.0,3.0,250764,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
8,5,2007,5,3,4,2,1,4,1,10,1,100,0,0,5,3.0,40.0,948.0,0.0,0.0,4.0,3.0,3.0,250000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,5,2006,4,3,4,2,1,3,1,6,1,100,0,0,5,3.0,0.0,768.0,0.0,0.0,4.0,3.0,3.0,176000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,6,1969,3,3,3,1,0,4,1,8,3,0,0,0,4,3.0,668.0,1331.0,0.0,0.0,3.0,3.0,3.0,174850,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
6,5,1978,3,3,3,2,1,3,1,7,1,108,0,0,3,3.0,320.0,804.0,0.0,1.0,3.0,3.0,3.0,147000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
6,5,1979,3,3,3,2,0,2,1,5,1,28,0,0,3,3.0,0.0,918.0,0.0,0.0,3.0,3.0,3.0,99500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
9,5,2009,4,3,5,2,1,3,1,8,1,0,0,0,5,3.0,986.0,1365.0,1.0,0.0,4.0,3.0,3.0,398800,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,5,2000,3,3,3,2,1,3,1,7,1,0,0,0,5,3.0,0.0,953.0,0.0,0.0,3.0,3.0,3.0,175000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,7,1954,3,3,3,1,0,2,1,4,0,0,0,0,3,3.0,0.0,825.0,0.0,1.0,,3.0,3.0,109500,story_1,GasA,Y,FuseA,Y,Unf,no_fence,Unf
6,3,1970,3,3,3,2,0,3,1,7,1,0,0,0,4,3.0,1237.0,1657.0,0.0,1.0,3.0,3.0,3.0,163500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
4,5,1950,3,3,3,1,0,2,1,4,2,0,0,0,3,3.0,266.0,788.0,0.0,0.0,3.0,,,100000,story_1,GasA,Y,FuseA,Y,no_garage,GdWo,Rec
8,5,1993,4,3,4,2,1,3,1,9,3,177,0,0,5,3.0,1118.0,1334.0,1.0,0.0,3.0,3.0,3.0,334000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,5,1968,3,3,3,1,0,2,1,4,0,226,0,0,5,3.0,775.0,864.0,1.0,0.0,,3.0,3.0,137250,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
7,5,2006,4,3,4,2,1,4,1,9,1,239,0,0,5,3.0,57.0,1392.0,1.0,0.0,4.0,3.0,3.0,320000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,7,2006,3,4,4,1,0,3,1,7,1,364,0,0,5,3.0,72.0,1063.0,1.0,0.0,4.0,3.0,3.0,162000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,ALQ
7,5,2009,5,3,4,2,1,2,1,7,1,0,0,0,5,3.0,578.0,1470.0,1.0,0.0,4.0,3.0,3.0,222000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,5,2003,4,3,4,2,1,3,1,7,1,100,0,0,5,3.0,494.0,698.0,1.0,0.0,3.0,3.0,3.0,178000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
5,7,1992,3,4,4,1,0,2,1,4,2,0,0,0,3,3.0,510.0,788.0,1.0,0.0,4.0,3.0,3.0,119000,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,BLQ
5,5,1962,3,3,3,2,0,4,1,8,1,0,0,0,3,3.0,540.0,864.0,0.0,0.0,3.0,3.0,3.0,169500,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
7,5,2000,4,3,4,2,1,4,1,8,1,224,0,0,5,3.0,300.0,952.0,0.0,0.0,3.0,3.0,3.0,236000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
8,5,2008,5,3,5,2,0,2,1,5,1,162,0,0,5,3.0,1476.0,1596.0,1.0,1.0,4.0,3.0,3.0,294464,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,5,1969,3,3,3,2,1,4,1,9,2,280,0,0,3,3.0,500.0,952.0,0.0,0.0,4.0,3.0,3.0,206900,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
7,5,2004,4,3,4,2,1,4,1,8,0,0,0,0,5,3.0,656.0,956.0,1.0,0.0,,3.0,3.0,233000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,5,1950,3,3,3,1,0,2,1,5,0,0,0,0,4,2.0,143.0,1032.0,0.0,0.0,,3.0,3.0,108000,story_1,GasA,N,FuseA,Y,Unf,MnPrv,BLQ
6,5,1996,3,3,3,2,1,3,1,7,1,192,0,0,4,3.0,476.0,680.0,0.0,0.0,3.0,3.0,3.0,165000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,ALQ
5,5,1977,3,3,3,1,1,3,1,5,0,0,0,0,3,3.0,539.0,1040.0,0.0,0.0,,3.0,3.0,134900,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
5,7,1950,4,3,3,1,0,2,1,5,0,0,0,0,5,3.0,0.0,884.0,0.0,0.0,,3.0,3.0,113000,story_1_half_unfin,GasA,Y,SBrkr,Y,Unf,MnPrv,Unf
5,5,1996,3,3,3,1,1,3,1,6,0,306,0,0,5,3.0,549.0,1097.0,1.0,0.0,,3.0,3.0,147900,story_1,GasA,Y,SBrkr,Y,Unf,GdPrv,ALQ
5,8,1950,3,3,3,1,0,2,1,4,0,0,0,0,5,3.0,0.0,864.0,0.0,0.0,,,,99900,story_1,GasA,Y,SBrkr,Y,no_garage,no_fence,Unf
6,6,1975,3,3,3,2,1,4,1,7,0,0,0,0,4,3.0,286.0,855.0,0.0,0.0,,3.0,3.0,143000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
6,6,1950,3,3,3,1,0,3,1,6,1,112,0,1000,3,3.0,0.0,816.0,0.0,0.0,4.0,3.0,3.0,114500,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,MnPrv,Unf
5,6,1967,3,3,3,1,0,3,1,6,1,64,0,0,3,3.0,659.0,912.0,0.0,0.0,1.0,3.0,3.0,129200,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Rec
8,5,2008,5,3,4,2,0,2,1,5,1,162,0,0,5,3.0,1480.0,1600.0,1.0,1.0,4.0,3.0,3.0,392500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,9,2006,5,4,4,2,0,4,1,9,2,0,0,5000,5,4.0,275.0,1152.0,0.0,0.0,4.0,3.0,3.0,266500,story_2,GasA,Y,SBrkr,Y,RFn,GdPrv,GLQ
7,5,1998,4,3,3,2,1,3,1,7,1,256,0,0,4,3.0,189.0,384.0,0.0,0.0,3.0,3.0,3.0,177500,split_level,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
5,7,1968,3,3,4,1,0,3,1,6,0,144,0,0,4,3.0,532.0,1008.0,0.0,0.0,,3.0,3.0,139500,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
6,5,2007,4,3,4,2,1,3,1,6,1,100,0,0,5,3.0,0.0,608.0,0.0,0.0,4.0,3.0,3.0,170000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
